Hugo_Symbol	Entrez_Gene_Id	Patient_example_TD
RNU7-153P	106479082	-1
RNU6-397P	106479741	-1
MIR383	494332	-1
TUSC3	7991	-1
PPM1AP1	137012	-1
MSR1	4481	-1
MRPL49P2	346711	-1
RN7SL474P	106481052	-1
FGF20	26281	-1
MICU3	286097	-1
ZDHHC2	51201	-1
CNOT7	29883	-1
VPS37A	137492	-1
MTMR7	9108	-1
ADAM24P	646479	-1
SLC7A2	6542	-1
PDGFRL	5157	-1
MTUS1	57509	-1
MIR548V	100422850	-1
RNA5SP256	100873510	-1
FGL1	2267	-1
PCM1	5108	-1
ASAH1	427	-1
NAT1	9	-1
MTND4LP26	107075104	-1
NATP	11	-1
NAT2	10	-1
PSD3	23362	-1
RPL35P6	100271007	-1
SH2D4A	63898	-1
CSGALNACT1	55790	-1
INTS10	55174	-1
LPL	4023	-1
RPL30P9	100270981	-1
SLC18A1	6570	-1
ATP6V1B2	526	-1
RNU6-892P	106481460	-1
LZTS1	11178	-1
LZTS1-AS1	100874051	-1
RNA5SP257	100873511	-1
TMEM97P2	724059	-1
LINC02153	286114	-1
GFRA2	2675	-1
OR6R2P	403294	-1
DOK2	9046	-1
XPO7	23039	-1
NPM2	10361	-1
FGF17	8822	-1
DMTN	2039	-1
FAM160B2	64760	-1
NUDT18	79873	-1
HR	55806	-1
REEP4	80346	-1
LGI3	203190	-1
SFTPC	6440	-1
BMP1	649	-1
PHYHIP	9796	-1
MIR320A	407037	-1
POLR3D	661	-1
PIWIL2	55124	-1
SLC39A14	23516	-1
RNU6-336P	106481285	-1
PPP3CC	5533	-1
SORBS3	10174	-1
PDLIM2	64236	-1
C8orf58	541565	-1
CCAR2	57805	-1
BIN3	55909	-1
EGR3	1960	-1
PEBP4	157310	-1
RN7SL303P	106481005	-1
RHOBTB2	23221	-1
TNFRSF10B	8795	-1
TNFRSF10C	8794	-1
TNFRSF10D	8793	-1
TNFRSF10A-AS1	110806274	-1
TNFRSF10A	8797	-1
RPL23AP55	100271467	-1
CHMP7	91782	-1
R3HCC1	203069	-1
LOXL2	4017	-1
ENTPD4	9583	-1
SLC25A37	51312	-1
RNU4-71P	106481194	-1
SINHCAFP3	646721	-1
NKX3-1	4824	-1
NKX2-6	137814	-1
STC1	6781	-1
RNU1-148P	106481635	-1
ADAM28	10863	-1
ADAMDEC1	27299	-1
ADAM7	8756	-1
NEFM	4741	-1
NEFL	4747	-1
MIR6841	102465506	-1
DOCK5	80005	-1
MIR6876	102465527	-1
GNRH1	2796	-1
KCTD9	54793	-1
CDCA2	157313	-1
EBF2	64641	-1
RNA5SP258	100873512	-1
PPP2R2A	5520	-1
SDAD1P1	157489	-1
BNIP3L	665	-1
PNMA2	10687	-1
DPYSL2	1808	-1
ADRA1A	148	-1
COX6B1P4	100462850	-1
MIR548H4	100313884	-1
STMN4	81551	-1
TRIM35	23087	-1
PTK2B	2185	-1
MIR6842	102465507	-1
CHRNA2	1135	-1
EPHX2	2053	-1
GULOP	2989	-1
CLU	1191	-1
MIR6843	102465508	-1
SCARA3	51435	-1
RNU6-1086P	106481934	-1
MIR3622B	100500871	-1
MIR3622A	100500858	-1
CCDC25	55246	-1
ESCO2	157570	-1
RNU6-1276P	106481583	-1
PBK	55872	-1
SCARA5	286133	-1
MIR4287	100422828	-1
NUGGC	389643	-1
ELP3	55140	-1
RPL5P22	389644	-1
PNOC	5368	-1
ZNF395	55893	-1
FBXO16	157574	-1
RNU6-178P	106479645	-1
FZD3	7976	-1
MIR4288	100422903	-1
RNA5SP259	100873513	-1
EXTL3	2137	-1
EXTL3-AS1	101929402	-1
INTS9	55756	-1
INTS9-AS1	109729178	-1
HMBOX1	79618	-1
HMBOX1-IT1	106481795	-1
RNA5SP260	100873514	-1
KIF13B	23303	-1
HMGB1P23	100873891	-1
DUSP4	1846	-1
RPL17P33	646909	-1
LINC00589	619351	-1
LINC02099	101929450	-1
LINC02209	286135	-1
MIR3148	100422876	-1
MAP2K1P1	29778	-1
RNU6-1218P	106480099	-1
SARAF	51669	-1
LEPROTL1	23484	-1
RPS15AP24	648729	-1
MBOAT4	619373	-1
DCTN6	10671	-1
HSPA8P11	392209	-1
PPIAP84	111082984	-1
TUBBP1	92755	-1
RBPMS-AS1	100128750	-1
RBPMS	11030	-1
GTF2E2	2961	-1
SMIM18	100507341	-1
RNU5A-3P	100873831	-1
GSR	2936	-1
UBXN8	7993	-1
PPP2CB	5516	-1
TEX15	56154	-1
PURG	29942	-1
WRN	7486	-1
SUMO2P16	106480679	-1
KCTD9P6	642513	-1
RNA5SP261	100873515	-1
NRG1	3084	-1
NRG1-IT1	100856811	-1
RNA5SP262	100873516	-1
RNA5SP263	106479002	-1
NRG1-IT3	100874286	-1
RNU6-663P	106481391	-1
MTND1P6	100873173	-1
MTND2P32	100873237	-1
RANP9	100874193	-1
RNU6-528P	106479800	-1
FUT10	84750	-1
TTI2	80185	-1
MAK16	84549	-1
SNORD13	692084	-1
RPL10P18	100630920	-1
RNF122	79845	-1
RN7SL621P	106479449	-1
DUSP26	78986	-1
BUD31P1	106480331	-1
RN7SL457P	106481047	-1
VENTXP5	442384	-1
RPL10AP3	137107	-1
LINC01288	103689844	-1
UNC5D	137970	-1
LSM12P1	653122	-1
MTCYBP19	107075127	-1
MTND6P19	106481788	-1
MTND5P41	107075309	-1
RNU6-533P	106481901	-1
RPL23P10	100270962	-1
RNA5SP264	100873517	-1
KCNU1	157855	-1
TPT1P8	59347	-1
SMARCE1P4	642879	-1
LINC01605	100507420	-1
RNU6-607P	106481772	-1
ZNF703	80139	-1
ERLIN2	11160	-1
PLPBP	11212	-1
ADGRA2	25960	-1
BRF2	55290	-1
RAB11FIP1	80223	-1
RN7SL709P	106481116	-1
GOT1L1	137362	-1
ADRB3	155	-1
RPL12P48	101926938	-1
EIF4EBP1	1978	-1
ASH2L	9070	-1
RNU6-988P	106480003	-1
STAR	6770	-1
LSM1	27257	-1
RNU6-323P	106481281	-1
BAG4	9530	-1
DDHD2	23259	-1
RGS20	8601	2
PPIAP86	111082970	2
LINC00051	619434	2
TSNARE1	203062	2
RN7SL260P	106480497	2
ADGRB1	575	2
MROH4P	101154686	2
ARC	23237	2
JRK	8629	2
PSCA	8000	2
LY6K	54742	2
LNCOC1	100288181	2
THEM6	51337	2
SLURP1	57152	2
LYPD2	137797	2
LYNX1-SLURP2	111188157	2
SLURP2	432355	2
LYNX1	66004	2
LY6D	8581	2
GML	2765	2
ZNHIT1P1	100288248	2
CYP11B1	1584	2
CYP11B2	1585	2
LY6E-DT	100133669	2
CDC42P3	100128627	2
LY6E	4061	2
C8orf31	286122	2
AK3P2	100419074	2
LY6L	101928108	2
LY6H	4062	2
GPIHBP1	338328	2
ZFP41	286128	2
GLI4	2738	2
MINCR	100507316	2
ZNF696	79943	2
TOP1MT	116447	2
RNU6-220P	106481247	2
RHPN1-AS1	78998	2
RHPN1	114822	2
MAFA-AS1	104326051	2
MAFA	389692	2
ZC3H3	23144	2
RN7SKP175	106479173	2
GSDMD	79792	2
MROH6	642475	2
NAPRT	93100	2
EEF1D	1936	2
TIGD5	84948	2
PYCR3	65263	2
TSTA3	7264	2
ZNF623	9831	2
ZNF707	286075	2
CCDC166	100130274	2
MAPK15	225689	2
FAM83H	286077	2
MIR4664	100616318	2
IQANK1	642574	2
SCRIB	23513	2
MIR937	100126338	2
PUF60	22827	2
NRBP2	340371	2
MIR6845	102466748	2
EPPK1	83481	2
MROH1	727957	2
SCX	642658	2
BOP1	23246	2
DGAT1	8694	2
HSF1	3297	2
SCRT1	83482	2
SLC52A2	79581	2
FBXL6	26233	2
TMEM249	340393	2
CPSF1	29894	2
ADCK5	203054	2
SLC39A4	55630	2
MIR6850	102465978	2
MIR1234	100302196	2
MIR6849	102466749	2
MIR6893	102466271	2
MIR939	100126351	2
RN7SL395P	106481031	2
MIR6848	102465511	2
MIR7112	102465906	2
RPL8	6132	2
ZNF517	340385	2
COMMD5	28991	2
ZNF7	7553	2
ZNF250	58500	2
ZNF16	7564	2
ZNF252P-AS1	286103	2
TMED10P1	286102	2
ZNF252P	286101	2
C8orf33	65265	2
VPS28	51160	2
TONSL-AS1	100287098	2
TONSL	4796	2
CYHR1	50626	2
KIFC2	90990	2
FOXH1	8928	2
PPP1R16A	84988	2
GPT	2875	2
MFSD3	113655	2
RECQL4	9401	2
LRRC14	9684	2
LRRC24	441381	2
C8orf82	414919	2
ARHGAP39	80728	2
ZNF251	90987	2
ZNF34	80778	2
ERCC6L2	375748	2
LINC00092	100188953	2
HABP4	22927	2
CDC14B	8555	2
PRXL2C	195827	2
ZNF510	22869	2
ZNF782	158431	2
SCAI	286205	2
GARNL3	84253	2
C9orf106	414318	2
LINC01503	100506119	2
RN7SL159P	106479279	2
HMCN2	256158	2
GPSM1	26086	2
DNLZ	728489	2
CARD9	64170	2
SNAPC4	6621	2
ENTR1	10807	2
PMPCA	23203	2
INPP5E	56623	2
SEC16A	9919	2
C9orf163	158055	2
NOTCH1	4851	2
MIR4673	100616242	2
MIR4674	100616301	2
NALT1	101928483	2
EGFL7	51162	2
MIR126	406913	2
AGPAT2	10555	2
DIPK1B	138311	2
SNHG7	84973	2
SNORA17B	677824	2
SNORA17A	677804	2
LCN10	414332	2
LCN6	158062	2
MIR6722	102465431	2
LCN8	138307	2
LCN15	389812	2
ATP6V1G1P3	100462838	2
TMEM141	85014	2
CCDC183	84960	2
CCDC183-AS1	100131193	2
RABL6	55684	2
NCLP1	100302751	2
MIR4292	100422860	2
AJM1	389813	2
PHPT1	29085	2
MAMDC4	158056	2
EDF1	8721	2
TRAF2	7186	2
MIR4479	100616480	2
FBXW5	54461	2
C8G	733	2
LCN12	286256	2
LINC02692	101928638	2
PTGDS	5730	2
LCNL1	401562	2
PAXX	286257	2
CLIC3	9022	2
ABCA2	20	2
C9orf139	401563	2
FUT7	2529	2
NPDC1	56654	2
ENTPD2	954	2
SAPCD2	89958	2
UAP1L1	91373	2
MAN1B1-DT	100289341	2
MAN1B1	11253	2
DPP7	29952	2
GRIN1	2902	2
LRRC26	389816	2
MIR3621	100500811	2
TMEM210	100505993	2
ANAPC2	29882	2
SSNA1	8636	2
TPRN	286262	2
TMEM203	94107	2
NDOR1	27158	2
RNF208	727800	2
CYSRT1	375791	2
RNF224	643596	2
SLC34A3	142680	2
TUBB4B	10383	2
FAM166A	401565	2
STPG3-AS1	100129722	2
STPG3	441476	2
NELFB	25920	2
TOR4A	54863	2
NRARP	441478	2
EXD3	54932	2
NOXA1	10811	1
ENTPD8	377841	1
NSMF	26012	1
MIR7114	102466223	1
PNPLA7	375775	1
MRPL41	64975	1
DPH7	92715	1
ZMYND19	116225	1
ARRDC1	92714	1
ARRDC1-AS1	85026	1
EHMT1	79813	1
SETP5	100130014	1
MIR602	693187	1
CACNA1B	774	1
TUBBP5	643224	1
FAM157B	100132403	1
RNU6-785P	106479913	1
APBB1IP	54518	2
MKNK2P1	389948	2
ARL6IP1P2	646348	2
ANKRD30A	91074	2
RNU6-811P	106479925	2
LINC00993	101929520	2
RN7SL314P	106481836	2
TMEM161BP1	646360	2
VN1R53P	100312806	2
RPL23AP60	728933	-1
MUC2	4583	2
MUC5AC	4586	2
MUC5B	727897	2
MUC5B-AS1	112577518	2
MIR6744	102466725	2
TOLLIP	54472	2
TOLLIP-AS1	255512	2
LINC02689	105376513	2
BRSK2	9024	2
MOB2	81532	2
DUSP8	1850	2
KRTAP5-AS1	338651	2
KRTAP5-1	387264	2
KRTAP5-2	440021	2
KRTAP5-3	387266	2
KRTAP5-4	387267	2
KRTAP5-5	439915	2
FAM99A	387742	2
FAM99B	100132464	2
LINC02708	100505570	2
KRTAP5-6	440023	2
IFITM10	402778	2
CTSD	1509	2
RPL36AP39	100271643	2
SYT8	90019	2
TNNI2	7136	2
LSP1	4046	2
MIR4298	100423021	2
MIR7847	102465993	2
PRR33	102724536	2
LINC01150	101927624	2
TNNT3	7140	2
MRPL23	6150	2
MRPL23-AS1	100133545	2
LINC01219	104355220	2
H19	283120	2
MIR675	100033819	2
IGF2	3481	2
INS-IGF2	723961	2
MIR483	619552	2
IGF2-AS	51214	2
INS	3630	2
TH	7054	2
MIR4686	100616126	2
ASCL2	430	2
C11orf21	29125	2
TSPAN32	10077	2
RNU6-878P	106479954	2
CD81-AS1	101927682	2
RPL26P30	653147	2
CD81	975	2
TSSC4	10078	2
TRPM5	29850	2
KCNQ1	3784	2
KCNQ1OT1	10984	2
COX6CP18	106481684	2
KCNQ1-AS1	338653	2
OSBPL5	114879	2
MRGPRG	386746	2
MRGPRG-AS1	283303	2
MRGPRE	116534	2
CPT1A	1374	2
LINC02701	105369364	2
MRPL21	219927	2
IGHMBP2	3508	2
MRGPRD	116512	2
MRGPRF	116535	2
MRGPRF-AS1	101928200	2
TPCN2	219931	2
MIR3164	100422846	2
SMIM38	107984345	2
MYEOV	26579	2
IFITM9P	390218	2
LINC02747	105379407	2
LINC01488	101928292	2
WNK1	65125	2
RNU4ATAC16P	106481160	2
RAD52	5893	2
ERC1	23085	2
HTR1DP1	100421479	2
LINC00942	100292680	2
WNT5B	81029	2
FBXL14	144699	2
MIR3649	100500816	2
ADIPOR2	79602	2
RPS4XP14	729097	2
CACNA2D4	93589	2
LRTM2	654429	2
LINC00940	100271702	2
DCP1B	196513	2
CACNA1C	775	2
CACNA1C-IT1	107984540	2
CACNA1C-IT2	100874369	2
CACNA1C-AS4	100874234	2
CACNA1C-IT3	100874370	2
CACNA1C-AS3	106478964	2
CACNA1C-AS2	100874235	2
CACNA1C-AS1	100652846	2
ITFG2-AS1	283440	2
LINC02371	107984539	2
IQSEC3P1	100132450	2
RPL23AP14	341511	2
CBX3P4	100873792	2
FKBP4	2288	2
ITFG2	55846	2
NRIP2	83714	2
TEX52	101929469	2
FOXM1	2305	2
RHNO1	83695	2
TULP3	7289	2
RNU6-1315P	106481950	2
TEAD4	7004	2
TSPAN9	10867	2
TSPAN9-IT1	100874356	2
LINC02827	105369606	2
LINC02417	101930162	2
PRMT8	56341	2
CRACR2A	84766	2
RNU6-174P	106481231	2
PARP11	57097	2
OTUD4P1	360227	2
HSPA8P5	399988	2
CCND2-AS1	103752584	2
CCND2	894	2
TIGAR	57103	2
FGF23	8074	2
FGF6	2251	2
C12orf4	57102	2
RAD51AP1	10635	2
DYRK4	8798	2
AKAP3	10566	2
NDUFA9	4704	2
GAU1	101929549	2
GALNT8	26290	2
KCNA6	3742	2
KCNA1	3736	2
KCNA5	3741	2
LINC02443	101929584	2
NTF3	4908	2
ANO2	57101	2
VWF	7450	2
RN7SL69P	106480940	2
CD9	928	2
ATP5MFP5	654484	2
PLEKHG6	55200	2
TNFRSF1A	7132	2
RN7SL391P	106481030	2
SCNN1A	6337	2
LTBR	4055	2
SRP14P1	390284	2
CD27-AS1	678655	2
CD27	939	2
TAPBPL	55080	2
VAMP1	6843	2
MRPL51	51258	2
NCAPD2	9918	2
SCARNA10	692148	2
GAPDH	2597	2
IFFO1	25900	2
NOP2	4839	2
CHD4	1108	2
SCARNA11	677780	2
LPAR5	57121	2
ACRBP	84519	2
ING4	51147	2
ZNF384	171017	2
PIANP	196500	2
RNU6-781P	106479911	2
COPS7A	50813	2
MLF2	8079	2
PTMS	5763	2
LAG3	3902	2
RN7SL380P	106479361	2
CD4	920	2
GPR162	27239	2
P3H3	10536	2
GNB3	2784	2
CDCA3	83461	2
USP5	8078	2
TPI1	7167	2
SPSB2	84727	2
RPL13P5	283345	2
LRRC23	10233	2
DSTNP2	171220	2
ENO2	2026	2
ATN1	1822	2
C12orf57	113246	2
RNU7-1	100147744	2
PTPN6	5777	2
MIR200CHG	105369635	2
MIR200C	406985	2
MIR141	406933	2
PHB2	11331	2
SCARNA12	677777	2
EMG1	10436	2
LPCAT3	10162	2
C1S	716	2
C1R	715	2
C1RL	51279	2
C1RL-AS1	283314	2
RBP5	83758	2
RNU6-485P	106481333	2
CLSTN3	9746	2
PEX5	5830	2
ACSM4	341392	2
CD163L1	283316	2
CD163	9332	2
GAPDHP31	643739	2
NIFKP3	100270648	2
APOBEC1	339	2
GDF3	9573	2
DPPA3	359787	2
CLEC4C	170482	2
NANOGNB	360030	2
NANOG	79923	2
SLC2A14	144195	2
NANOGP1	404635	2
SLC2A3	6515	2
HSPD1P12	283320	2
FOXJ2	55810	2
C3AR1	719	2
NECAP1	25977	2
CLEC4A	50856	2
POU5F1P3	642559	2
GCSHP4	100287495	2
ZNF705A	440077	2
FAM66C	440078	2
DEFB109F	110806268	2
FAM90A1	55138	2
ALG1L10P	106479037	2
FAM86FP	653113	2
LINC02449	101927905	2
ENPP7P5	106480674	2
LINC00937	389634	2
RPS3AP43	727970	2
OR7E140P	344729	2
OR7E148P	282801	2
OR7E149P	282756	2
CLEC6A	93978	2
RNU6-275P	106481265	2
CLEC4D	338339	2
SUPT4H1P2	100287625	2
CLEC4E	26253	2
AICDA	57379	2
HADHAP2	399994	2
MFAP5	8076	2
RIMKLB	57494	2
RPSAP51	100271267	2
A2ML1-AS1	100874108	2
A2ML1-AS2	106478979	2
A2ML1	144568	2
PHC1	1911	2
M6PR	4074	2
KLRG1	10219	2
HNRNPA1P34	100996501	2
VDAC2P2	643996	2
LINC00612	253128	2
A2M-AS1	144571	2
A2M	2	2
KRT17P8	100130074	2
BTG1P1	100129641	2
PZP	5858	2
TPT1P12	100421480	2
A2MP1	3	2
MIR1244-3	100422872	2
PTMAP4	5761	2
LINC00987	100499405	2
LINC01154	106144575	2
SBNO1	55206	1
SBNO1-AS1	112268105	1
MIR8072	102466877	1
KMT5A	387893	1
RILPL2	196383	1
SNRNP35	11066	1
RILPL1	353116	1
NCOR2	9612	1
SCARB1	949	1
RNU6-927P	106479976	1
UBC	7316	1
MIR5188	100847004	1
RPL22P19	644022	1
DHX37	57647	1
BRI3BP	140707	1
THRIL	102659353	1
AACS	65985	1
TMEM132B	114795	1
LINC02414	105370085	1
RNA5SP377	106479011	1
RPS6P21	100271263	1
SFSWAP	6433	1
RNA5SP378	100873634	1
RNU6-1017P	106480014	1
MMP17	4326	1
ULK1	8408	1
PUS1	80324	1
EP400	57634	1
SNORA49	677829	1
EP400P1	347918	1
DDX51	317781	1
NOC4L	79050	1
LINC02361	100996246	1
GALNT9	50614	1
FBRSL1	57666	1
MIR6763	102465975	1
LRCOL1	100507055	1
P2RX2	22953	1
POLE	5426	1
PXMP2	5827	1
PGAM5	192111	1
RNA5SP379	100873635	1
ANKLE2	23141	1
GOLGA3	2802	1
CHFR	55743	1
RPS11P5	727826	1
RNU6-327P	106481887	1
ZNF605	100289635	1
NANOGNBP2	101060006	1
ZNF26	7574	1
RNU4ATAC12P	106481865	1
ZNF84-DT	101928597	1
PTP4A1P2	100499563	1
ZNF84	7637	1
ZNF140	7699	1
ZNF891	101060200	1
RPL23AP67	100271622	1
ZNF10	7556	1
ZNF268	10795	1
ANHX	647589	1
RNU6-717P	106479884	1
ANKRD26P3	100101938	1
MRPL3P1	359739	1
LINC00421	100287114	1
PARP4P2	645771	1
CCNQP3	100421566	1
SLC25A15P2	100874522	1
TPTE2	93492	1
CYCSP32	360181	1
MRPS31P2	341757	1
ESRRAP1	144847	1
LINC00350	100874136	1
CASC4P1	100420689	1
MPHOSPH8	54737	1
PSPC1-AS2	109729130	1
PSPC1	55269	1
RN7SL166P	106479282	1
ST6GALNAC4P1	100874524	1
ZMYM5	9205	1
ZMYM2	7750	1
KRR1P1	100422486	1
LINC01072	104355137	1
GJA3	2700	1
PPIAP28	390378	1
LINC00556	100861551	1
GJB2	2706	1
GJB6	10804	1
CRYL1	51084	1
MIR4499	100616304	1
IFT88	8100	1
SLC35E1P1	727991	1
RNU2-7P	100873824	1
IL17D	53342	1
EEF1AKMT1	221143	1
RANP8	100420519	1
XPO4	64328	1
CNOT4P1	100874389	1
HNRNPA1P30	440125	1
PPIAP27	100874405	1
RPSAP54	642641	1
LATS2	26524	1
LATS2-AS1	100874066	1
RNU4-9P	100862675	1
RPS12P23	338870	1
IPPKP1	100874419	1
SAP18	10284	1
SKA3	221150	1
MRPL57	78988	1
LINC01046	103689843	1
ESRRAP2	144832	1
MIPEPP3	650794	1
LINC00539	100652865	1
GRK6P1	2871	1
GAPDHP52	100421313	1
RNA5SP25	100873357	1
ZDHHC20	253832	1
ZDHHC20-IT1	100874367	1
H2BP6	100820735	1
MICU2	221154	1
FNTAP2	2341	1
RNU6-59P	100873767	1
RPS7P10	100128060	1
FGF9	2254	1
RN7SL766P	106479501	1
LINC00424	100874182	1
NME1P1	100874501	1
MTND3P1	100873208	1
FTH1P7	2500	1
DDX39AP1	646164	1
RPL7AP73	100873817	1
IPMKP1	401730	1
RFESDP1	100129167	1
LINC00621	100996930	1
BASP1P1	646201	1
NUS1P2	646208	1
HMGA1P6	100130029	1
RNY3P4	100873808	1
LINC00362	100874144	1
SGCG	6445	1
RNU6-58P	100873766	1
TATDN2P3	100420458	1
SDAD1P4	100419955	1
SACS	26278	1
RPLP1P13	100874124	1
SACS-AS1	100506680	1
LINC00327	100506697	1
LINC00352	100874138	1
TNFRSF19	55504	1
MIPEP	4285	1
MTCO3P2	100873207	1
PCOTH	542767	1
C1QTNF9B	387911	1
ANKRD20A19P	400110	1
SPATA13	221178	1
IPO7P2	100128337	1
MIR2276	100313842	1
SPATA13-AS1	100874231	1
C1QTNF9	338872	1
C1QTNF9-AS1	100874232	1
NUS1P3	11049	1
LINC00566	100861547	1
CYCSP33	221180	1
TPTE2P6	374491	1
PARP4	143	1
PSPC1P2	100873875	1
ATP12A	479	1
RNY1P7	100873806	1
RPL26P34	100271470	1
IRX1P1	646390	1
ANKRD20A10P	100421422	1
RNF17	56163	1
CENPJ	55835	1
TPTE2P1	646405	1
SLC25A15P3	100422635	1
RPL34P27	651249	1
LSP1P1	100463528	1
PABPC3	5042	1
AMER2	219287	1
LINC01053	102723318	1
LINC00463	101928922	1
LINC01076	106144602	1
RPL23AP69	100271623	1
MTMR6	9107	1
NUP58	9818	1
ELOBP1	246717	1
ATP8A2	51761	1
RNU6-78P	100873778	1
RN7SL741P	106481124	1
RNY1P3	100873803	1
SHISA2	387914	1
LINC00415	107984009	1
ATP8A2P3	100874518	1
PRUNEP1	100129595	1
RNF6	6049	1
THAP12P6	100128764	1
CDK8	1024	1
WASF3	10810	1
RPS3AP44	646527	1
WASF3-AS1	100874061	1
GPR12	2835	1
FGFR1OP2P1	100873883	1
RPS21P8	100873798	1
RPS20P32	100129306	1
USP12	219333	1
USP12-AS1	100874070	1
USP12-AS2	100874071	1
LINC02340	105370125	1
LINC00412	102723332	1
RPL21	6144	1
SNORD102	26771	1
SNORA27	619499	1
RASL11A	387496	1
RNU6-70P	106478988	1
LINC01079	106146146	1
RNY1P1	100873802	1
GTF3A	2971	1
MTIF3	219402	1
RNU6-63P	100873768	1
LNX2	222484	1
POLR1D	51082	1
NPM1P4	100128903	1
GSX1	219409	1
PLUT	100861550	1
RNU6-73P	106478989	1
PDX1	3651	1
ATP5F1EP2	432369	1
LINC00543	100132234	1
CDX2	1045	1
URAD	646625	1
RN7SL272P	106480996	1
FLT3	2322	1
KATNBL1P1	100420919	1
CHCHD2P8	646630	1
PAN3-AS1	100288730	2
PAN3	255967	2
EEF1A1P3	100421865	2
RNU6-82P	100873781	2
FLT1	2321	2
EIF4A1P7	341784	1
POMP	51371	1
SLC46A3	283537	1
RNU6-53P	100873762	1
CYP51A1P2	83530	1
POM121L13P	100874379	1
MTUS2	23281	1
MTUS2-AS2	100874106	1
GAPDHP69	2611	1
MTUS2-AS1	100874107	1
SLC7A1	6541	1
UBL3	5412	1
TIMM8BP1	100874425	1
LINC00297	100874059	1
LINC00572	100861573	1
LINC00544	440131	1
LINC00365	100874146	1
LINC00384	102157400	1
LINC00385	105370141	1
KATNAL1	84056	1
RNU6-64P	100873769	1
PRDX2P1	359844	1
LINC00427	100507040	1
LINC00426	100188949	1
LINC01058	103724387	1
UBE2L5	171222	1
HMGB1	3146	1
RBM22P2	100271871	1
MFAP1P1	646755	1
PTPN2P2	646758	1
USPL1	10208	1
ALOX5AP	241	1
LINC00398	100874158	1
LINC00545	440132	1
TEX26-AS1	100507064	1
MEDAG	84935	1
TEX26	122046	1
LINC01066	106144544	1
WDR95P	100873795	1
HSPH1	10808	1
B3GLCT	145173	1
ANKRD26P4	100873882	1
RXFP2	122042	1
FRY	10129	1
EEF1DP3	196549	1
FRY-AS1	100507099	1
ZAR1L	646799	1
BRCA2	675	1
IFIT1P1	8373	1
N4BP2L1	90634	1
N4BP2L2	10443	1
ATP8A2P2	100533851	1
N4BP2L2-IT2	116828	1
PDS5B	23047	1
RNY1P4	100873804	1
LINC00423	100874167	1
TOMM22P3	122038	1
KL	9365	1
STARD13	90627	1
STARD13-IT1	100874373	1
STARD13-AS	100874241	1
LINC02344	105370154	1
RFC3	5983	1
RNU5A-4P	100873870	1
VDAC1P12	100874289	1
LINC02343	105370158	1
LINC00457	100874179	1
GAMTP2	100129452	1
NBEA	26960	1
SCAND3P1	100873886	1
PHBP13	100418843	1
MAB21L1	4081	1
LINC00445	100507114	1
DCLK1	9201	1
SOHLH2	54937	1
CCDC169-SOHLH2	100526761	1
CCDC169	728591	1
RNU6-71P	100873774	1
SPART	23111	1
SPART-AS1	100507135	1
CCNA1	8900	1
H2ACP1	100509927	1
SERTM1	400120	1
GAPDHP34	646877	1
TCEAL4P1	100874432	1
ARL2BPP3	646879	1
NDE1P2	106480247	1
RFXAP	5994	1
SMAD9	4093	1
SMAD9-IT1	100874072	1
LAMTOR3P1	100130119	1
RPL29P28	646884	1
EIF4A1P5	390394	1
ALG5	29880	1
EXOSC8	11340	1
SUPT20H	55578	1
CSNK1A1L	122011	1
RN7SKP1	100873845	1
RPS12P24	100271551	1
LINC01048	103695431	1
LINC00547	400121	1
POSTN	10631	1
TRPC4	7223	1
RNA5SP26	100873358	1
LINC02334	101929077	1
HSPD1P9	646910	1
LINC00571	100874188	1
UFM1	51569	1
LINC00437	101929121	1
LINC00366	100874147	1
PRDX3P3	100128902	1
FREM2	341640	1
RNU6-56P	100873764	1
FREM2-AS1	100874073	1
PLA2G12AP2	100420281	1
ANKRD26P2	646929	1
STOML3	161003	1
PROSER1	80209	1
NHLRC3	387921	1
NXT1P1	100652801	1
LHFPL6	10186	1
COG6	57511	1
MIR4305	100422940	1
RNY4P14	100379584	1
CDKN2AIPNLP3	100874397	1
AZU1P1	106480244	1
LINC00598	646982	1
LINC00332	100874127	1
RPL17P51	106480245	1
RNY3P9	100862672	1
RN7SKP2	100873846	1
FOXO1	2308	1
RLIMP1	100533695	1
MIR320D1	100313896	1
MRPS31	10240	1
SLC25A15	10166	1
MIR621	693206	1
TPTE2P5	100616668	1
CYCSP34	360182	1
SUGT1P3	283507	1
ELF1	1997	1
RGS17P1	100128628	1
WBP4	11193	1
MIR3168	100422878	1
RN7SL597P	106479440	1
KBTBD6	89890	1
CALM2P3	807	1
KBTBD7	84078	1
MORF4L1P4	100420030	1
MTRF1	9617	1
RAC1P3	492295	1
NAA16	79612	1
RNU6-57P	100873765	1
TUBBP2	647000	1
OR7E36P	26637	1
OR7E155P	403297	1
OR7E37P	100506759	1
RGCC	28984	1
VWA8	23078	1
MIR5006	100847026	1
RN7SL515P	106481063	1
RNU6-74P	106480752	1
KARS1P1	100419558	1
VWA8-AS1	100507240	1
RPS28P8	100271381	1
DGKH	160851	1
MAPK6P3	317684	1
CHCHD2P11	101060040	1
FHP1	100873790	1
AKAP11	11215	1
LINC02341	105370177	1
FABP3P2	56677	1
TNFSF11	8600	1
FAM216B	144809	1
LINC01050	103689845	1
LINC00428	104355147	1
EPSTI1	94240	1
ZDHHC4P1	100420920	1
DNAJC15	29103	1
LINC00400	100874159	1
ENOX1	55068	1
