Hugo_Symbol	Entrez_Gene_Id	Patient_example_TD
RNF126	55658	2
FSTL3	10272	2
PRSS57	400668	2
RPS2P52	100271250	2
PALM	5064	2
MISP	126353	2
LINC01836	107985343	2
PTBP1	5725	2
MIR4745	100616459	2
PLPPR3	79948	2
MIR3187	100422854	2
AZU1	566	2
PRTN3	5657	2
ELANE	1991	2
CFD	1675	2
MED16	10025	2
RNU6-9	101954271	2
R3HDM4	91300	2
KISS1R	84634	1
ARID3A	1820	1
WDR18	57418	1
GRIN3B	116444	1
TMEM259	91304	1
RNU6-2	103625684	1
CNN2	1265	1
ABCA7	10347	1
POLR2E	5434	1
GPX4	2879	1
SBNO2	22904	1
STK11	6794	1
HMGB2P1	729119	1
CBARP	255057	1
ATP5F1D	513	1
MIDN	90007	1
CIRBP	1153	1
CIRBP-AS1	148046	1
FAM174C	55009	1
EFNA2	1943	1
RPS15P9	401895	1
PWWP3A	84939	1
NDUFS7	374291	1
GAMT	2593	1
DAZAP1	26528	1
RPS15	6209	1
APC2	10297	1
C19orf25	148223	1
PCSK4	54760	1
REEP6	92840	1
ADAMTSL5	339366	1
PLK5	126520	1
MEX3D	399664	1
RN7SL477P	106479397	1
MBD3	53615	1
UQCR11	10975	1
TCF3	6929	1
RNU6-1223P	106481566	1
ATP8B3	148229	1
REXO1	57455	1
MIR1909	100302210	1
KLF16	83855	1
ABHD17A	81926	1
SCAMP4	113178	1
ADAT3	113179	1
CSNK1G2	1455	1
CSNK1G2-AS1	255193	1
BTBD2	55643	1
MKNK2	2872	1
MOB3A	126308	1
IZUMO4	113177	1
AP3D1	8943	1
DOT1L	84444	1
PLEKHJ1	55111	1
MIR1227	100302283	1
MIR6789	102466736	1
SF3A2	8175	1
AMH	268	1
MIR4321	100423031	1
JSRP1	126306	1
OAZ1	4946	1
PEAK3	374872	1
LINGO3	645191	1
LSM7	51690	1
SPPL2B	56928	1
TMPRSS9	360200	1
TIMM13	26517	1
LMNB2	84823	1
MIR7108	102466806	1
LINC01775	101928602	1
GADD45B	4616	1
RNU6-993P	106480005	1
GNG7	2788	1
ELOCP28	100287483	1
RN7SL121P	106479265	1
MIR7850	102465838	1
DIRAS1	148252	1
SLC39A3	29985	1
SGTA	6449	1
THOP1	7064	1
TLE2	7089	1
TLE5	166	1
GNA11	2767	1
GNA15	2769	1
S1PR4	8698	1
NCLN	56926	1
CELF5	60680	1
NFIC	4782	1
SMIM24	284422	1
DOHH	83475	1
FZR1	51343	1
MFSD12	126321	1
C19orf71	100128569	1
HMG20B	10362	1
GIPC3	126326	1
TBXA2R	6915	1
CACTIN-AS1	404665	1
CACTIN	58509	1
PIP5K1C	23396	1
TJP3	27134	1
APBA3	9546	1
MRPL54	116541	1
RAX2	84839	1
MATK	4145	1
ZFR2	23217	1
FTLP5	100131661	1
ATCAY	85300	1
RN7SL202P	106479295	1
NMRK2	27231	1
DAPK3	1613	1
MIR637	693222	1
EEF2	1938	1
SNORD37	26812	1
PIAS4	51588	1
ZBTB7A	51341	1
MAP2K2	5605	1
MPND	84954	1
SH3GL1	6455	1
CHAF1A	10036	1
UBXN6	80700	1
MIR4746	100616371	1
HDGFL2	84717	1
PLIN4	729359	1
PLIN5	440503	1
LRG1	116844	1
SEMA6B	10501	1
TNFAIP8L1	126282	1
MYDGF	56005	1
DPP9	91039	1
DPP9-AS1	100131094	1
MIR7-3HG	284424	1
MIR7-3	407045	1
FEM1A	55527	1
TICAM1	148022	1
PLIN3	10226	1
ARRDC5	645432	1
UHRF1	29128	1
MIR4747	100616337	1
KDM4B	23030	1
PTPRS	5802	1
RPL32P34	100133162	1
ZNRF4	148066	1
TINCR	257000	1
SNRPEP4	100130109	1
SAFB2	9667	1
SAFB	6294	1
RPL36	25873	1
MICOS13	125988	1
HSD11B1L	374875	1
LONP1	9361	1
CATSPERD	257062	1
PRR22	163154	1
DUS3L	56931	1
NRTN	4902	1
FUT6	2528	1
FUT3	2525	1
FUT5	2527	1
NDUFA11	126328	1
VMAC	400673	1
CAPS	828	1
RANBP3	8498	1
RFX2	5990	1
ACSBG2	81616	1
MLLT1	4298	1
CAMSAP3	57662	2
MIR6792	102465475	2
XAB2	56949	2
PET100	100131801	2
PCP2	126006	2
STXBP2	6813	2
RPS27AP19	107985274	2
RETN	56729	2
MCEMP1	199675	2
TRAPPC5	126003	2
FCER2	2208	2
RN7SL513P	106481062	1
PGPEP1	54858	1
GDF15	9518	1
MIR3189	100422943	1
LRRC25	126364	1
SSBP4	170463	1
ISYNA1	51477	1
ELL	8178	1
FKBP8	23770	1
KXD1	79036	1
UBA52	7311	1
CRLF1	9244	1
REX1BD	55049	1
TMEM59L	25789	1
RN7SL155P	106479278	1
KLHL26	55295	1
CRTC1	23373	1
COMP	1311	1
UPF1	5976	1
GDF1	2657	1
CERS1	10715	1
COPE	11316	1
DDX49	54555	1
HOMER3	9454	1
HOMER3-AS1	102724360	1
RN7SL70P	106479249	1
SUGP2	10147	1
ARMC6	93436	1
SLC25A42	284439	1
TMEM161A	54929	1
MEF2B	100271849	1
BORCS8-MEF2B	4207	1
BORCS8	729991	1
RFXANK	8625	1
NR2C2AP	126382	1
NCAN	1463	1
RNU6-1028P	106480405	1
HAPLN4	404037	1
TM6SF2	53345	1
SUGP1	57794	1
MAU2	23383	1
GATAD2A	54815	1
MIR640	693225	1
TSSK6	83983	1
NDUFA13	51079	1
YJEFN3	374887	1
CILP2	148113	1
PBX4	80714	1
PHF5CP	450232	1
LPAR2	9170	1
GMIP	51291	1
ATP13A1	57130	1
ZNF101	94039	1
ZNF14	7561	1
LINC00663	284440	1
ZNF56	7608	1
ZNF506	440515	-1
BNIP3P9	106480280	-1
ZNF253	56242	-1
BNIP3P10	100421695	-1
ZNF93	81931	-1
ZNF682	91120	-1
BNIP3P13	101060192	-1
ZNF90	7643	-1
BNIP3P15	106481692	-1
ZNF486	90649	-1
BNIP3P16	106480418	-1
BNIP3P17	100421704	-1
BNIP3P18	106481693	-1
BNIP3P19	106480281	-1
ZNF826P	664701	-1
BNIP3P20	100421705	-1
MIR1270	100302179	-1
BNIP3P22	100421706	-1
BNIP3P23	100421697	-1
ZNF737	100129842	-1
VN1R78P	100312823	-1
ZNF626	199777	-1
VN1R79P	100312824	-1
ZNF66	7617	-1
BNIP3P24	100421698	-1
ZNF85	7639	-1
KRT18P40	390904	-1
ZNF430	80264	-1
VN1R80P	100312825	-1
ZNF714	148206	-1
RNA5SP469	100873712	-1
VN1R81P	100312826	-1
ZNF431	170959	-1
RPL7AP10	161406	-1
VN1R82P	100312827	-1
RPL36AP51	649299	-1
VN1R83P	100312828	-1
ZNF708	7562	-1
BNIP3P25	100421707	-1
ZNF738	148203	-1
ZNF493	284443	-1
LINC00664	400680	-1
ZNF429	353088	-1
BNIP3P26	100421699	-1
MTDHP3	100418832	-1
MTDHP4	100418834	-1
VN1R84P	100312829	-1
ZNF100	163227	-1
BRI3BPP1	100129976	-1
ZNF43	7594	-1
BNIP3P27	100421708	-1
ZNF208	7757	-1
MTDHP2	100418835	-1
BNIP3P28	106481966	-1
ZNF257	113835	-1
BNIP3P29	100421700	-1
ZNF92P2	100419705	-1
PCGF7P	253272	-1
MTDHP5	100418836	-1
VN1R85P	100312830	-1
ZNF676	163223	-1
BNIP3P30	106481694	-1
ZNF729	100287226	-1
BNIP3P31	106480282	-1
RPL34P34	342994	-1
ZNF98	148198	-1
BNIP3P32	106480283	-1
BNIP3P33	106481695	-1
ZNF209P	441843	-1
LINC01233	100128139	-1
RNU6-1179P	106480084	-1
GOLGA2P9	440518	-1
RN7SL860P	106635537	-1
LINC01785	374890	-1
ZNF492	57615	-1
ZNF849P	100130108	-1
RPL34P33	730061	-1
VN1R87P	100312832	-1
ZNF99	7652	-1
BNIP3P34	100128849	-1
ZNF723	646864	-1
BNIP3P35	106480284	-1
VN1R88P	100312833	-1
ZNF728	388523	-1
BNIP3P36	106481696	-1
LINC01859	101929164	-1
LINC01858	101929144	-1
ZNF730	100129543	-1
BNIP3P37	106480285	-1
SNX6P1	126506	-1
ZNF724	440519	-1
BNIP3P38	100421709	-1
IPO5P1	100132815	-1
VN1R90P	100312835	-1
VN1R91P	100312836	-1
ZNF91	7644	-1
BNIP3P8	100421710	-1
CDC42EP3P1	100128845	-1
LINC01224	104472717	-1
VN1R92P	100312837	-1
ZNF725P	100128853	-1
ZNF675	171392	-1
RPS27P29	100132291	-1
VN1R93P	100312838	-1
ZNF681	148213	-1
BNIP3P39	100421701	-1
RPSAP58	388524	-1
ZNF726	730087	-1
RNA5-8SP4	100873572	-1
BNIP3P40	100421702	-1
ERVK-28	106707175	-1
LINC00662	148189	-1
SLC25A1P5	642290	-1
MAN1A2P1	100129507	-1
LINC00906	148145	-1
RNA5SP470	100873713	-1
LINC01532	100505835	-1
UQCRFS1	7386	-1
RN7SL340P	106481016	-1
VSTM2B	342865	-1
POP4	10775	-1
PLEKHF1	79156	-1
C19orf12	83636	-1
ACTN4	81	1
CAPN12	147968	1
LGALS7	3963	1
LGALS7B	653499	1
RNU6-140P	106481221	1
LGALS4	3960	1
ECH1	1891	1
HNRNPL	3191	1
RINL	126432	1
SIRT2	22933	1
NFKBIB	4793	1
CCER2	643669	1
SARS2	54938	1
MRPS12	6183	1
ERVK9-11	111188141	1
FBXO17	115290	1
FBXO27	126433	1
ACP7	390928	1
PAK4	10298	1
NCCRP1	342897	1
SYCN	342898	1
IFNL3P1	100421129	1
IFNL3	282617	1
IFNL4	101180976	1
MSRB1P1	441849	1
IFNL4P1	101927833	1
IFNL2	282616	1
IFNL1	282618	1
LRFN1	57622	1
GMFG	9535	1
SAMD4B	55095	1
RN7SL566P	106481850	1
PAF1	54623	1
MED29	55588	1
ZFP36	7538	1
MIR4530	100616163	1
PLEKHG2	64857	1
RPS16	6217	1
SUPT5H	6829	1
TIMM50	92609	1
DLL3	10683	1
SELENOV	348303	1
EID2B	126272	1
TDGF1P7	100129080	1
EID2	163126	1
RPS29P24	100271589	1
RPS29P25	100271590	1
RPS29P26	100271591	1
LGALS13	29124	1
RPS29P30	107987273	1
LGALS16	148003	1
RPS29P27	100271592	1
LGALS14	56891	1
CLC	1178	1
LEUTX	342900	1
DYRK1B	9149	1
MIR6719	102465974	1
FBL	2091	1
FCGBP	8857	1
PRR13P5	440525	1
PSMC4	5704	1
ZNF546	339327	1
ZNF780B	163131	1
ZNF780A	284323	1
VN1R96P	100127969	1
MAP3K10	4294	1
TTC9B	148014	1
CNTD2	79935	1
AKT2	208	1
MIR641	693226	1
RNU6-945P	106479984	1
C19orf47	126526	1
PLD3	23646	1
MIR6796	102465477	1
HIPK4	147746	1
PRX	57716	1
SERTAD1	29950	1
SERTAD3	29946	1
BLVRB	645	1
SHKBP1	92799	1
LTBP4	8425	1
NUMBL	9253	1
COQ8B	79934	1
RNU6-195P	106479653	1
ITPKC	80271	1
C19orf54	284325	1
SNRPA	6626	1
MIA	8190	1
MIA-RAB4B	100529262	1
RAB4B	53916	1
RAB4B-EGLN2	100529264	1
EGLN2	112398	1
CYP2T1P	171523	1
CYP2F2P	171427	1
CYP2A6	1548	1
CYP2A7	1549	1
CYP2G1P	22952	1
CYP2A7P2	NA	1
CYP2B7P	1556	1
CYP2B6	1555	1
CYP2A7P1	1550	1
CYP2G2P	83757	1
CYP2A13	1553	1
CYP2F1	1572	1
CYP2T3P	163007	1
RPL36P16	651600	1
RN7SL718P	106479485	1
CYP2S1	29785	1
AXL	558	1
HNRNPUL1	11100	1
RN7SL34P	106481824	1
TGFB1	7040	1
CCDC97	90324	1
B9D2	80776	1
EXOSC5	56915	1
ITPA	3704	2
GSTM3P1	170523	2
NKX2-2	4821	2
NKX2-2-AS1	100874189	2
LINC01727	101929625	2
LINC01726	101929608	2
ACSS1	84532	1
VSX1	30813	1
ENTPD6	955	1
PYGB	5834	1
TRPC4AP	26133	2
EDEM2	55741	2
SRC	6714	2
SLC35C2	51006	2
ELMO2	63916	2
ZNF663P	100130934	2
MKRN7P	7686	2
ZNF840P	100533646	2
ZNF334	55713	2
OCSTAMP	128506	2
SLC13A3	64849	2
TP53RK	112858	2
SLC2A10	81031	2
RN7SKP33	106480843	2
EYA2	2139	2
GAPDHP54	100421319	2
MIR3616	100500814	2
ZMYND8	23613	2
MIR4325	100422883	2
RPL39P39	100271530	2
SPO11	23626	2
RAE1	8480	2
MTND1P9	100873221	2
MTRNR2L3	100462983	2
RBM38	55544	2
MIR646HG	284757	2
MTCO2P1	140909	2
MIR4533	100616362	2
LINC01718	100506470	2
CDH4	1002	2
TAF4	6874	2
MIR1257	100302168	2
MIR3195	100422838	2
LSM14B	149986	2
PSMA7	5688	2
SS18L1	26039	2
MTG2	26164	2
HRH3	11255	2
LAMA5	3911	2
MIR4758	100616340	2
LAMA5-AS1	101928158	2
RPS21	6227	2
CABLES2	81928	2
RBBP8NL	140893	2
GATA5	140628	2
MIR1-1HG-AS1	253868	2
MIR1-1HG	128826	2
MIR1-1	406904	2
MIR133A2	406923	2
RPL7P3	140857	2
SLCO4A1	28231	1
SLCO4A1-AS1	100127888	1
LINC00686	140865	1
NTSR1	4923	1
LINC00659	100652730	1
MRGBP	55257	1
OGFR-AS1	101409261	1
OGFR	11054	1
COL9A3	1299	1
TCFL5	10732	1
DPH3P1	100132911	1
ARF4P2	170485	1
DIDO1	11083	1
CRYAA	1409	1
MTND5P1	100873206	1
LINC02575	111216286	1
TSPEAR	54084	1
TSPEAR-AS1	54082	1
TSPEAR-AS2	114043	1
KRTAP10-1	386677	1
KRTAP10-2	386679	1
KRTAP10-3	386682	1
KRTAP10-4	386672	1
KRTAP10-5	386680	1
KRTAP10-6	386674	1
KRTAP10-7	386675	1
KRTAP10-8	386681	1
KRTAP10-9	386676	1
KRTAP10-10	353333	1
KRTAP10-11	386678	1
KRTAP12-4	386684	1
KRTAP12-3	386683	1
KRTAP12-2	353323	1
IMMTP1	54045	1
KRTAP12-1	353332	1
KRTAP12-6P	112268487	1
KRTAP10-12	386685	1
KRTAP10-13P	100874224	1
UBE2G2	7327	1
LINC01424	101928689	1
SUMO3	6612	1
PTTG1IP	754	1
ITGB2	3689	1
ITGB2-AS1	100505746	1
LINC01547	84536	1
FAM207A	85395	1
LINC00163	727699	1
LINC00165	727701	1
PICSAR	378825	1
SSR4P1	728039	1
ADARB1	104	1
LINC00334	114042	1
POFUT2	23275	1
LINC00205	642852	1
LINC00315	246704	1
LINC00316	388830	1
MTCO1P3	100873205	1
COL18A1	80781	1
COL18A1-AS2	100874236	1
COL18A1-AS1	378832	1
MIR6815	102465489	1
SLC19A1	6573	1
LINC01694	105372840	1
PCBP3	54039	1
COL6A1	1291	1
PSMA6P3	100874510	1
COL6A2	1292	1
FTCD	10841	1
FTCD-AS1	100861507	1
SPATC1L	84221	1
LSS	4047	1
MCM3AP-AS1	114044	1
MCM3AP	8888	1
YBEY	54059	1
C21orf58	54058	1
PCNT	5116	1
RPL18AP2	387494	1
DIP2A	23181	1
DIP2A-IT1	100862692	1
RNU6-396P	106481303	1
S100B	6285	1
PRMT2	3275	1
DSTNP1	387492	1
RPL23AP4	54029	2
CERK	64781	1
TBC1D22A	25771	1
TBC1D22A-AS1	642757	1
LINC01644	101927722	1
LINC00898	400932	1
MIR3201	100422916	1
TAFA5	25817	1
MIR4535	100616415	1
LINC01310	100128946	1
RPL35P8	643653	1
C22orf34	348645	1
MIR3667	100500882	1
RN7SKP252	106479207	1
RPL5P35	100129647	1
BRD1	23774	1
ZBED4	9889	1
ALG12	79087	1
CRELD2	79174	1
PIM3	415116	1
MIR6821	102465493	1
IL17REL	400935	1
TTLL8	164714	1
MLC1	23209	1
MOV10L1	54456	1
PANX2	56666	2
TRABD	80305	2
SELENOO	83642	2
TUBGCP6	85378	1
HDAC10	83933	1
MAPK12	6300	1
MAPK11	5600	1
PLXNB2	23654	1
DENND6B	414918	1
PPP6R2	9701	1
SBF1	6305	1
ADM2	79924	1
MIOX	55586	1
LMF2	91289	1
NCAPH2	29781	1
SCO2	9997	1
TYMP	1890	1
ODF3B	440836	1
KLHDC7B	113730	1
SYCE3	644186	1
CPT1B	1375	1
CHKB-CPT1B	386593	1
CHKB	1120	1
CHKB-DT	100144603	1
MAPK8IP2	23542	1
ARSA	410	1
SHANK3	85358	1
RNU6-409P	106481307	1
ACR	49	1
RPL23AP82	284942	1
RABL2B	11158	1
